product_code,size_value,color_value,option_name
1906190808,300ml,투명,투명/300ml
1906190811,FR,투명,투명/FR
1906190812,FR,투명,투명/FR
1906190849,FR,화이트,화이트/FR
1906190974,FR,기타,기타/FR
1906191070,FR,그레이,그레이/FR
1906191170,FR,기타,기타/FR
1906192727,FR,블랙,블랙/FR
1906192863,F,화이트,화이트/F
1906192864,F,화이트,화이트/F
1906194283,FR,화이트,화이트/FR
1906194463,9,실버,실버/9
1906194463,11,실버,실버/11
1906194463,13,실버,실버/13
1906194463,15,실버,실버/15
1906194463,17,실버,실버/17
1906194488,9,로즈 골드,로즈 골드/9
1906194488,11,로즈 골드,로즈 골드/11
1906194488,13,로즈 골드,로즈 골드/13
1906194488,15,로즈 골드,로즈 골드/15
1906194488,17,로즈 골드,로즈 골드/17
1906194507,FREE,그레이,그레이/FREE
1906194508,FREE,골드,골드/FREE
1906194646,FR,화이트,화이트/FR
1907195785,FR,블랙,블랙/FR
1907196154,11,다크 그린,다크 그린/11
1907196154,13,다크 그린,다크 그린/13
1907196154,15,다크 그린,다크 그린/15
1907196154,17,다크 그린,다크 그린/17
1907196476,M,베이지,베이지/M
1907196476,L,베이지,베이지/L
1907196977,XS,더스트핑크,더스트핑크/XS
1907196977, S,더스트핑크,더스트핑크/ S
1907196977,M,더스트핑크,더스트핑크/M
1907196977,L,더스트핑크,더스트핑크/L
1907198339,F,플래티넘 블론드,플래티넘 블론드/F
1907198339,F,블론드,블론드/F
1907198339,F,웜블론드,웜블론드/F
1907198339,F,오번,오번/F
1907198339,F,소프트브루넷,소프트브루넷/F
1907198339,F,웜브루넷,웜브루넷/F
1907198339,F,다크 브루넷,다크 브루넷/F
1907198339,F,애쉬,애쉬/F
1907198339,F,내츄럴 블랙,내츄럴 블랙/F
1907199923,FR,투명,투명/FR
1907200967,FR,실버,실버/FR
1907200968,0.4L,투명,투명/0.4L
1907200969,1.0L,투명,투명/1.0L
1907200970,1.6L,투명,투명/1.6L
1907200971,2.1L,투명,투명/2.1L
1907201506,FR,브라운,브라운/FR
1907201508,FR,그레이,그레이/FR
1907202654,FREE,로즈 골드,로즈 골드/FREE
1907202655,FREE,로즈 골드,로즈 골드/FREE
1907202656,FREE,로즈 골드,로즈 골드/FREE
1907202657,FREE,실버,실버/FREE
1907202658,FREE,로즈 골드,로즈 골드/FREE
1907202659,FREE,골드,골드/FREE
1907202784,FREE,로즈 골드,로즈 골드/FREE
1907202785,FREE,실버,실버/FREE
1907202786,FREE,로즈 골드,로즈 골드/FREE
1907202789,FREE,로즈 골드,로즈 골드/FREE
1907202792,FREE,로즈 골드,로즈 골드/FREE
1907202796,FREE,로즈 골드,로즈 골드/FREE
1908204586,FR,아이보리,아이보리/FR
1908205047,F,라이트 오렌지,라이트 오렌지/F
1908208906,FR,기타,기타/FR
1908208907,FR,화이트,화이트/FR
1908208938,F,투명,투명/F
1908208939,F,투명,투명/F
1909209556,FR,기타,기타/FR
1909210170,FR,다크그레이,다크그레이/FR
1909211473,XS,카키,카키/XS
1909211473,S,카키,카키/S
1909211473,M,카키,카키/M
1909211473,L,카키,카키/L
1909211473,XL,카키,카키/XL
1909212148,F,투명,투명/F
1909214846,M,블랙,블랙/M
1910215118,L-22cm,다크 그린,다크 그린/L-22cm
1910215118,S-20cm,다크 그린,다크 그린/S-20cm
1910215119,L-22cm,골드,골드/L-22cm
1910215119,S-20cm,골드,골드/S-20cm
1910215143,FR,실버,실버/FR
1910215158,FREE,골드,골드/FREE
1910215159,L-22cm,골드,골드/L-22cm
1910215159,S-20cm,골드,골드/S-20cm
1910215173,FREE,골드,골드/FREE
1910215198,FREE,피치,피치/FREE
1910215199,FREE,골드,골드/FREE
1910215200,FREE,실버,실버/FREE
1910222205,L,챠콜,챠콜/L
1911222633,FR,샌드,샌드/FR
1911223147,L-44cm,골드,골드/L-44cm
1911223147,S-41cm,골드,골드/S-41cm
1911223741,FREE,투명,투명/FREE
1911223748,FREE,화이트,화이트/FREE
1911223888,FREE,화이트,화이트/FREE
1911223951,FREE,투명,투명/FREE
1911223952,FREE,투명,투명/FREE
1911223967,FREE,화이트,화이트/FREE
1911224103,F,투명,투명/F
1911224674,FREE,골드,골드/FREE
1911224675,FREE,실버,실버/FREE
1911224676,9,실버,실버/9
1911224676,11,실버,실버/11
1911224676,13,실버,실버/13
1911224676,15,실버,실버/15
1911224676,17,실버,실버/17
1911224721,9,핑크,핑크/9
1911224721,11,핑크,핑크/11
1911224721,13,핑크,핑크/13
1911224721,15,핑크,핑크/15
1911224721,17,핑크,핑크/17
1911224723,9,실버,실버/9
1911224723,11,실버,실버/11
1911224723,13,실버,실버/13
1911224723,15,실버,실버/15
1911224723,17,실버,실버/17
1911224761,S-52cm,골드,골드/S-52cm
1911224803,S-52cm,실버,실버/S-52cm
1911224804,S-52cm,핑크,핑크/S-52cm
1912229072,Free,아이보리,아이보리/Free
1912229126,S,블랙,블랙/S
1912229611,FREE,라이트 그레이,라이트 그레이/FREE
1912229612,FREE,블루,블루/FREE
1912229623,FREE,다크 그린,다크 그린/FREE
1912229627,11,블루,블루/11
1912229627,13,블루,블루/13
1912229628,11,라이트 그레이,라이트 그레이/11
1912229628,13,라이트 그레이,라이트 그레이/13
1912230235,FR,화이트,화이트/FR
1912231441,F,화이트,화이트/F
1912231444,F,화이트,화이트/F
1912233635,F,버치,버치/F
1912233635,F,크렘,크렘/F
1912233635,F,코튼,코튼/F
1912233635,F,실크,실크/F
1912233635,F,오트,오트/F
1912233635,F,펄,펄/F
1912233635,F,파운,파운/F
1912233635,F,세피아,세피아/F
1912233635,F,애프리콧,애프리콧/F
1912233635,F,비치,비치/F
1912233635,F,시에나,시에나/F
1912233635,F,시더,시더/F
1912233663,F,NONE,NONE/F
2001237344,FR,그레이,그레이/FR
2001238376,FREE,실버,실버/FREE
2001238377,FREE,로즈 골드,로즈 골드/FREE
2001238608,FR,멀티,멀티/FR
2001239271,FR,라이트 그린,라이트 그린/FR
2001239272,FR,라이트 그린,라이트 그린/FR
2001242346,M,브라운,브라운/M
2001242630,S,블랙,블랙/S
2001242630,S,베이지,베이지/S
2001242630,M,블랙,블랙/M
2001242630,M,베이지,베이지/M
2001242630,L,블랙,블랙/L
2001242630,L,베이지,베이지/L
2001242644,S,블랙,블랙/S
2001242644,S,네이비,네이비/S
2001242644,M,블랙,블랙/M
2001242644,M,네이비,네이비/M
2001242644,L,블랙,블랙/L
2001242644,L,네이비,네이비/L
2001242687,S,블랙,블랙/S
2001242687,S,아이보리,아이보리/S
2001242687,M,블랙,블랙/M
2001242687,M,아이보리,아이보리/M
2001242687,L,블랙,블랙/L
2001242687,L,아이보리,아이보리/L
2001242863,S,아이보리,아이보리/S
2001242863,M,아이보리,아이보리/M
2001242863,L,아이보리,아이보리/L
2001242866,S,아이보리,아이보리/S
2001242866,M,아이보리,아이보리/M
2001242866,L,아이보리,아이보리/L
2001243122,S,네이비,네이비/S
2001243122,M,네이비,네이비/M
2001243122,L,네이비,네이비/L
2001243127,S,블루,블루/S
2001243127,M,블루,블루/M
2001243127,L,블루,블루/L
2001243304,S,아이보리,아이보리/S
2001243304,S,블랙,블랙/S
2001243304,M,아이보리,아이보리/M
2001243304,M,블랙,블랙/M
2001243304,L,아이보리,아이보리/L
2001243304,L,블랙,블랙/L
2001243306,S,블루,블루/S
2001243306,M,블루,블루/M
2001243306,L,블루,블루/L
2001243361,S,아이보리,아이보리/S
2001243361,M,아이보리,아이보리/M
2001243363,S,아이보리,아이보리/S
2001243363,S,블랙,블랙/S
2001243363,M,아이보리,아이보리/M
2001243363,M,블랙,블랙/M
2002245277,FREE,골드,골드/FREE
2002245318,FREE,골드,골드/FREE
2002245810,FR,기타,기타/FR
2002246475,F,화이트,화이트/F
2002247515,FREE,골드,골드/FREE
2002247517,FREE,골드,골드/FREE
2002247519,FREE,골드,골드/FREE
2002247521,FREE,골드,골드/FREE
2002247524,FREE,골드,골드/FREE
2002247525,FREE,골드,골드/FREE
2002248042,FR,실버,실버/FR
2002248043,FR,실버,실버/FR
2002248534,F,투명,투명/F
2002248536,F,베쥬 나뛰렐 11,베쥬 나뛰렐 11/F
2002248536,F,로즈 브와제 48,로즈 브와제 48/F
2002248536,F,뿌프르 휘그 97,뿌프르 휘그 97/F
2002248553,F,로즈 립스틱 40,로즈 립스틱 40/F
2002248553,F,루즈 아마존 75,루즈 아마존 75/F
2002248553,F,베쥬 도톰 20,베쥬 도톰 20/F
2002248553,F,루즈 에라블 79,루즈 에라블 79/F
2002248553,F,루즈 비뉴 82,루즈 비뉴 82/F
2002248553,F,19 로즈 브뤼에르,19 로즈 브뤼에르/F
2002248563,F,오렌지,오렌지/F
2002250435,FR,그린,그린/FR
2003252101,FR,내추럴,내추럴/FR
2003252380,S,그린,그린/S
2003252380,M,그린,그린/M
2003253239,S,화이트,화이트/S
2003253239, M,화이트,화이트/ M
2003253361,S,오트밀,오트밀/S
2003253361, M,오트밀,오트밀/ M
2003253439,FREE,실버,실버/FREE
2003253440,FREE,로즈 골드,로즈 골드/FREE
2003253521,FREE,실버,실버/FREE
2003253522,FREE,로즈 골드,로즈 골드/FREE
2003253523,FREE,실버,실버/FREE
2003253867,FR,기타,기타/FR
2003253958,S,아이보리,아이보리/S
2003253958,S,블랙,블랙/S
2003253958,M,아이보리,아이보리/M
2003253958,M,블랙,블랙/M
2003253958,L,아이보리,아이보리/L
2003253958,L,블랙,블랙/L
2003253960,S,블랙,블랙/S
2003253960,S,아이보리,아이보리/S
2003253960,M,블랙,블랙/M
2003253960,M,아이보리,아이보리/M
2003253960,L,블랙,블랙/L
2003253960,L,아이보리,아이보리/L
2003253964,L,네이비,네이비/L
2003254098,S,블랙,블랙/S
2003254098,M,블랙,블랙/M
2003254098,L,블랙,블랙/L
2003254104,S,블랙,블랙/S
2003254104,M,블랙,블랙/M
2003254104,L,블랙,블랙/L
2003254104,XL,블랙,블랙/XL
2003254106,S,화이트,화이트/S
2003254106,M,화이트,화이트/M
2003254106,L,화이트,화이트/L
2003254109,S,화이트,화이트/S
2003254109,S,블랙,블랙/S
2003254109,M,화이트,화이트/M
2003254109,M,블랙,블랙/M
2003254109,L,화이트,화이트/L
2003254109,L,블랙,블랙/L
2003254111,S,아이보리,아이보리/S
2003254111,S,블랙,블랙/S
2003254111,M,아이보리,아이보리/M
2003254111,M,블랙,블랙/M
2003254111,L,아이보리,아이보리/L
2003254111,L,블랙,블랙/L
2003258400,M,블랙,블랙/M
2003258400,L,블랙,블랙/L
2003258400,XL,블랙,블랙/XL
2004260537,FR,그레이,그레이/FR
2004260854,S,아이보리,아이보리/S
2004260854,M,아이보리,아이보리/M
2004261064,S,아이보리,아이보리/S
2004261064,M,아이보리,아이보리/M
2004261993,FREE,골드,골드/FREE
2004261994,FREE,골드,골드/FREE
2004261995,FREE,골드,골드/FREE
2004261996,FREE,골드,골드/FREE
2004261998,FREE,골드,골드/FREE
2004262001,FREE,골드,골드/FREE
2004262004,L-18cm,골드,골드/L-18cm
2004262004,S-16cm,골드,골드/S-16cm
2004262005,FREE,골드,골드/FREE
2004262006,FREE,골드,골드/FREE
2004262007,FREE,골드,골드/FREE
2004262008,FREE,골드,골드/FREE
2004262010,11호,골드,골드/11호
2004262010,13호,골드,골드/13호
2004262034,FREE,골드,골드/FREE
2004262035,FREE,골드,골드/FREE
2004262036,FREE,골드,골드/FREE
2004262037,11호,골드,골드/11호
2004262037,13호,골드,골드/13호
2004262037,15호,골드,골드/15호
2004262037,9호,골드,골드/9호
2004262038,FREE,골드,골드/FREE
2004262498,70A,화이트,화이트/70A
2004262498,70B,화이트,화이트/70B
2004262498,70C,화이트,화이트/70C
2004262498,70D,화이트,화이트/70D
2004262498,75A,화이트,화이트/75A
2004262498,75B,화이트,화이트/75B
2004262498,75C,화이트,화이트/75C
2004262498,75D,화이트,화이트/75D
2004262498,80A,화이트,화이트/80A
2004262498,80B,화이트,화이트/80B
2004262498,80C,화이트,화이트/80C
2004262498,80D,화이트,화이트/80D
2004262498,85A,화이트,화이트/85A
2004262498,85B,화이트,화이트/85B
2004262498,85C,화이트,화이트/85C
2004262932,S,옐로우,옐로우/S
2004262932,M,옐로우,옐로우/M
2004262934,S,화이트,화이트/S
2004262934,M,화이트,화이트/M
2004264053,F,투명,투명/F
2004264054,F,투명,투명/F
2004264055,F,화이트,화이트/F
2004264299,F,투명,투명/F
2004264502,FR,화이트,화이트/FR
2005266344,F,투명,투명/F
2005266437,L,블랙,블랙/L
2005266437,XL,블랙,블랙/XL
2005266438,L,블랙,블랙/L
2005266438,XL,블랙,블랙/XL
2005266440,M,레드,레드/M
2005266440,L,레드,레드/L
2005266459,S,다크 그레이,다크 그레이/S
2005266459,M,다크 그레이,다크 그레이/M
2005266459,L,다크 그레이,다크 그레이/L
2005266461,S,다크 핑크,다크 핑크/S
2005266461,M,다크 핑크,다크 핑크/M
2005266461,L,다크 핑크,다크 핑크/L
2005266462,S,다크 그린,다크 그린/S
2005266462,M,다크 그린,다크 그린/M
2005266462,L,다크 그린,다크 그린/L
2005266463,S,블랙,블랙/S
2005266463,M,블랙,블랙/M
2005266463,L,블랙,블랙/L
2005266464,S,다크 그레이,다크 그레이/S
2005266464,M,다크 그레이,다크 그레이/M
2005266464,L,다크 그레이,다크 그레이/L
2005266465,S,그레이,그레이/S
2005266465,M,그레이,그레이/M
2005266465,L,그레이,그레이/L
2005266472,M,다크 그레이,다크 그레이/M
2005266472,L,다크 그레이,다크 그레이/L
2005266472,XL,다크 그레이,다크 그레이/XL
2005266473,M,다크 블루,다크 블루/M
2005266473,L,다크 블루,다크 블루/L
2005266473,XL,다크 블루,다크 블루/XL
2005266474,M,다크 그레이,다크 그레이/M
2005266474,L,다크 그레이,다크 그레이/L
2005266474,XL,다크 그레이,다크 그레이/XL
2005266475,M,다크 블루,다크 블루/M
2005266475,L,다크 블루,다크 블루/L
2005266475,XL,다크 블루,다크 블루/XL
2005266476,M,블랙,블랙/M
2005266476,L,블랙,블랙/L
2005266477,M,다크 블루,다크 블루/M
2005266477,L,다크 블루,다크 블루/L
2005266483,M,워시드 블랙,워시드 블랙/M
2005266483,L,워시드 블랙,워시드 블랙/L
2005266483,XL,워시드 블랙,워시드 블랙/XL
2005266484,M,블루,블루/M
2005266484,L,블루,블루/L
2005266484,XL,블루,블루/XL
2005266485,M,그린,그린/M
2005266485,L,그린,그린/L
2005266485,XL,그린,그린/XL
2005266486,M,라이트 그레이,라이트 그레이/M
2005266486,L,라이트 그레이,라이트 그레이/L
2005266486,XL,라이트 그레이,라이트 그레이/XL
2005267024,FR,베이지,베이지/FR
2005268251,FREE,라이트바이올렛,라이트바이올렛/FREE
2005268254,FREE,마젠타,마젠타/FREE
2005268283,FREE,민트,민트/FREE
2005268289,S,블루,블루/S
2005268289,M,블루,블루/M
2005268289,L,블루,블루/L
2005268290,S,다크 그레이,다크 그레이/S
2005268290,M,다크 그레이,다크 그레이/M
2005268290,L,다크 그레이,다크 그레이/L
2005268291,S,그린,그린/S
2005268291,M,그린,그린/M
2005268291,L,그린,그린/L
2005268542,F,아이 프라이머,아이 프라이머/F
2005269294,F,투명,투명/F
2005270519,FR,멀티,멀티/FR
2005272086,S,블랙,블랙/S
2005272086,M,블랙,블랙/M
2005272086,L,블랙,블랙/L
2005272094,100,네이비,네이비/100
2005272094,110,네이비,네이비/110
2005272094,120,네이비,네이비/120
2005272094,130,네이비,네이비/130
2005272095,100,핑크,핑크/100
2005272095,110,핑크,핑크/110
2005272095,120,핑크,핑크/120
2005272095,130,핑크,핑크/130
2005272126,100,화이트,화이트/100
2005272126,110,화이트,화이트/110
2005272126,120,화이트,화이트/120
2005272126,130,화이트,화이트/130
2005272473,100,블루,블루/100
2005272473,110,블루,블루/110
2005272473,120,블루,블루/120
2005272473,130,블루,블루/130
2005272474,100,그린,그린/100
2005272474,110,그린,그린/110
2005272474,120,그린,그린/120
2005272474,130,그린,그린/130
2005272475,100,오렌지,오렌지/100
2005272475,110,오렌지,오렌지/110
2005272475,120,오렌지,오렌지/120
2005272475,130,오렌지,오렌지/130
2005272477,100,그린,그린/100
2005272477,110,그린,그린/110
2005272477,120,그린,그린/120
2005272477,130,그린,그린/130
2005272478,100,그린,그린/100
2005272478,110,그린,그린/110
2005272478,120,그린,그린/120
2005272478,130,그린,그린/130
2005272480,FREE,핑크,핑크/FREE
2005272485,FREE,골드,골드/FREE
2005272485,FREE,핑크,핑크/FREE
2005272485,FREE,실버,실버/FREE
2005272666,100,오렌지,오렌지/100
2005272666,110,오렌지,오렌지/110
2005272666,120,오렌지,오렌지/120
2005272666,130,오렌지,오렌지/130
